id,sales
3001287,-1.7580993
3001288,-1.7580993
3001289,-1.7580993
3001290,-1.7580993
3001291,-1.7580993
3001292,-1.7580993
3001293,-1.7580993
3001294,-1.7580993
3001295,-1.7580993
3001296,618.3293
3001297,-1.7580993
3001298,-1.7580993
3001299,-1.7580993
3001300,-1.7580993
3001301,-1.7580993
3001302,3063.7292
3001303,2394.4
3001304,5252.9756
3001305,5212.4204
3001306,6385.9927
3001307,5805.599
3001308,5987.972
3001309,7008.3545
3001310,5386.2593
3001311,4561.9805
3001312,3737.7017
3001313,2913.4114
3001314,4938.502
3001315,1660.6858
3001316,440.5377
3001317,-1.7580993
3001318,-1.7580993
3001319,-1.7580993
3001320,-1.7580993
3001321,-1.7580993
3001322,-1.7580993
3001323,-1.7580993
3001324,-1.7580993
3001325,-1.7580993
3001326,-1.7580993
3001327,-1.7580993
3001328,-1.7580993
3001329,327.36923
3001330,-1.7580993
3001331,-1.7580993
3001332,-1.7580993
3001333,-1.7580993
3001334,118.716324
3001335,3384.6287
3001336,2455.115
3001337,5930.893
3001338,5306.4414
3001339,6341.504
3001340,5597.198
3001341,5730.0913
3001342,6210.037
3001343,4630.3135
3001344,3836.2751
3001345,2981.7996
3001346,2157.536
3001347,3867.5461
3001348,931.88727
3001349,58.635307
3001350,-1.7580993
3001351,-1.7580993
3001352,-1.7580993
3001353,-1.7580993
3001354,-1.7580993
3001355,-1.7580993
3001356,-1.7580993
3001357,-1.7580993
3001358,-1.7580993
3001359,-1.7580993
3001360,-1.7580993
3001361,-1.7580993
3001362,273.27917
3001363,-1.7580993
3001364,-1.7580993
3001365,-1.7580993
3001366,-1.7580993
3001367,237.97627
3001368,3487.1748
3001369,2740.9329
3001370,6075.0938
3001371,4665.211
3001372,5040.7324
3001373,5259.8535
3001374,4498.377
3001375,5130.937
3001376,2849.7751
3001377,2025.4766
3001378,1205.8042
3001379,478.90427
3001380,434.659
3001381,19.009096
3001382,69.94168
3001383,-1.7580993
3001384,-1.7580993
3001385,-1.7580993
3001386,-1.7580993
3001387,-1.7580993
3001388,-1.7580993
3001389,-1.7580993
3001390,-1.7580993
3001391,-1.7580993
3001392,-1.7580993
3001393,-1.7580993
3001394,-1.7580993
3001395,-1.7580993
3001396,-1.7580993
3001397,-1.7580993
3001398,-1.7580993
3001399,-1.7580993
3001400,-1.7580993
3001401,897.64545
3001402,469.46475
3001403,4130.535
3001404,3896.6345
3001405,5486.501
3001406,4377.802
3001407,4725.0435
3001408,6868.642
3001409,5542.1035
3001410,4732.6875
3001411,3915.5828
3001412,3098.4968
3001413,2827.7676
3001414,1871.7749
3001415,647.4432
3001416,-1.7580993
3001417,-1.7580993
3001418,-1.7580993
3001419,-1.7580993
3001420,-1.7580993
3001421,-1.7580993
3001422,-1.7580993
3001423,-1.7580993
3001424,-1.7580993
3001425,-1.7580993
3001426,-1.7580993
3001427,-1.7580993
3001428,42.93246
3001429,-1.7580993
3001430,-1.7580993
3001431,-1.7580993
3001432,-1.7580993
3001433,-1.7580993
3001434,1743.0328
3001435,-1.7580993
3001436,4809.0312
3001437,3910.5715
3001438,4831.18
3001439,2941.4075
3001440,3398.9138
3001441,4730.5854
3001442,3373.3325
3001443,2589.1199
3001444,1913.8068
3001445,1133.4789
3001446,611.0058
3001447,-1.7580993
3001448,-1.7580993
3001449,-1.7580993
3001450,-1.7580993
3001451,-1.7580993
3001452,-1.7580993
3001453,-1.7580993
3001454,-1.7580993
3001455,-1.7580993
3001456,-1.7580993
3001457,-1.7580993
3001458,-1.7580993
3001459,-1.7580993
3001460,-1.7580993
3001461,-1.7580993
3001462,-1.7580993
3001463,-1.7580993
3001464,-1.7580993
3001465,-1.7580993
3001466,-1.7580993
3001467,2665.8958
3001468,2424.3184
3001469,5824.5537
3001470,4718.2324
3001471,4711.2183
3001472,4978.313
3001473,4600.688
3001474,4716.1074
3001475,2953.0422
3001476,2129.2432
3001477,1304.3429
3001478,555.63513
3001479,-1.7580993
3001480,8.3667755
3001481,90.98667
3001482,-1.7580993
3001483,-1.7580993
3001484,-1.7580993
3001485,-1.7580993
3001486,-1.7580993
3001487,-1.7580993
3001488,-1.7580993
3001489,-1.7580993
3001490,-1.7580993
3001491,-1.7580993
3001492,-1.7580993
3001493,-1.7580993
3001494,79.80422
3001495,-1.7580993
3001496,-1.7580993
3001497,-1.7580993
3001498,1653.3079
3001499,3020.535
3001500,2747.6965
3001501,3618.693
3001502,2896.5413
3001503,1962.2256
3001504,1251.3513
3001505,235.78577
3001506,-1.7580993
3001507,536.4218
3001508,298.60446
3001509,387.7156
3001510,575.8003
3001511,461.2187
3001512,-1.7580993
3001513,203.50615
3001514,419.46762
3001515,-1.7580993
3001516,-1.7580993
3001517,-1.7580993
3001518,-1.7580993
3001519,-1.7580993
3001520,-1.7580993
3001521,-1.7580993
3001522,-1.7580993
3001523,-1.7580993
3001524,-1.7580993
3001525,-1.7580993
3001526,-1.7580993
3001527,-1.7580993
3001528,-1.7580993
3001529,-1.7580993
3001530,-1.7580993
3001531,-1.7580993
3001532,-1.7580993
3001533,1978.1757
3001534,-1.7580993
3001535,4326.3696
3001536,2719.0884
3001537,3326.969
3001538,2094.884
3001539,2557.2473
3001540,3611.0884
3001541,1080.7905
3001542,359.4694
3001543,-1.7580993
3001544,-1.7580993
3001545,-1.7580993
3001546,-1.7580993
3001547,-1.7580993
3001548,-1.7580993
3001549,-1.7580993
3001550,-1.7580993
3001551,-1.7580993
3001552,-1.7580993
3001553,-1.7580993
3001554,-1.7580993
3001555,-1.7580993
3001556,-1.7580993
3001557,-1.7580993
3001558,-1.7580993
3001559,-1.7580993
3001560,-1.7580993
3001561,-1.7580993
3001562,226.79007
3001563,2330.923
3001564,2668.598
3001565,3452.938
3001566,2235.7585
3001567,2131.6719
3001568,1387.2941
3001569,771.96814
3001570,999.7526
3001571,687.533
3001572,746.5208
3001573,882.0825
3001574,774.78546
3001575,744.3967
3001576,687.5883
3001577,619.0908
3001578,94.91095
3001579,308.22632
3001580,358.6049
3001581,-1.7580993
3001582,-1.7580993
3001583,-1.7580993
3001584,-1.7580993
3001585,-1.7580993
3001586,-1.7580993
3001587,-1.7580993
3001588,-1.7580993
3001589,-1.7580993
3001590,-1.7580993
3001591,-1.7580993
3001592,-1.7580993
3001593,-1.7580993
3001594,-1.7580993
3001595,1305.3047
3001596,2849.361
3001597,2876.4102
3001598,2998.6301
3001599,2298.1853
3001600,1129.1993
3001601,970.1099
3001602,1190.7904
3001603,1104.2638
3001604,896.2683
3001605,921.0728
3001606,909.5048
3001607,923.43585
3001608,884.5431
3001609,820.722
3001610,911.9744
3001611,975.1725
3001612,322.7408
3001613,445.85898
3001614,-1.7580993
3001615,-1.7580993
3001616,-1.7580993
3001617,-1.7580993
3001618,-1.7580993
3001619,-1.7580993
3001620,-1.7580993
3001621,-1.7580993
3001622,-1.7580993
3001623,-1.7580993
3001624,-1.7580993
3001625,-1.7580993
3001626,-1.7580993
3001627,-1.7580993
3001628,-1.7580993
3001629,-1.7580993
3001630,-1.7580993
3001631,-1.7580993
3001632,-1.7580993
3001633,-1.7580993
3001634,1366.7916
3001635,2414.6997
3001636,4245.106
3001637,5208.7466
3001638,6748.8887
3001639,9650.888
3001640,9698.555
3001641,11170.351
3001642,12600.747
3001643,13727.936
3001644,19455.303
3001645,17152.201
3001646,16366.959
3001647,-1.7580993
3001648,-1.7580993
3001649,-1.7580993
3001650,-1.7580993
3001651,-1.7580993
3001652,-1.7580993
3001653,-1.7580993
3001654,-1.7580993
3001655,-1.7580993
3001656,-1.7580993
3001657,-1.7580993
3001658,-1.7580993
3001659,-1.7580993
3001660,-1.7580993
3001661,-1.7580993
3001662,-1.7580993
3001663,567.38513
3001664,2151.6746
3001665,1617.318
3001666,2898.9495
3001667,1764.3141
3001668,1488.4952
3001669,779.7467
3001670,-1.7580993
3001671,-1.7580993
3001672,273.63043
3001673,59.7107
3001674,193.04831
3001675,269.49063
3001676,308.38614
3001677,-1.7580993
3001678,179.69919
3001679,324.37253
3001680,-1.7580993
3001681,-1.7580993
3001682,-1.7580993
3001683,-1.7580993
3001684,-1.7580993
3001685,-1.7580993
3001686,-1.7580993
3001687,-1.7580993
3001688,-1.7580993
3001689,-1.7580993
3001690,-1.7580993
3001691,-1.7580993
3001692,-1.7580993
3001693,-1.7580993
3001694,-1.7580993
3001695,961.35266
3001696,1410.8014
3001697,2547.9602
3001698,1009.0555
3001699,1336.3291
3001700,820.5046
3001701,170.64926
3001702,371.1638
3001703,381.2473
3001704,550.7462
3001705,472.22092
3001706,690.63617
3001707,634.48663
3001708,385.62042
3001709,319.5797
3001710,-1.7580993
3001711,122.386086
3001712,403.05826
3001713,-1.7580993
3001714,-1.7580993
3001715,-1.7580993
3001716,-1.7580993
3001717,-1.7580993
3001718,-1.7580993
3001719,-1.7580993
3001720,-1.7580993
3001721,-1.7580993
3001722,-1.7580993
3001723,-1.7580993
3001724,-1.7580993
3001725,-1.7580993
3001726,-1.7580993
3001727,-1.7580993
3001728,1208.6683
3001729,1452.1188
3001730,2385.418
3001731,1110.2251
3001732,1477.8868
3001733,959.53265
3001734,294.92993
3001735,522.7496
3001736,377.9282
3001737,511.58423
3001738,637.7158
3001739,659.7304
3001740,689.216
3001741,679.87775
3001742,650.9666
3001743,-1.7580993
3001744,206.83644
3001745,520.9912
3001746,-1.7580993
3001747,-1.7580993
3001748,-1.7580993
3001749,-1.7580993
3001750,-1.7580993
3001751,-1.7580993
3001752,-1.7580993
3001753,-1.7580993
3001754,-1.7580993
3001755,-1.7580993
3001756,-1.7580993
3001757,-1.7580993
3001758,-1.7580993
3001759,107.05299
3001760,1884.0022
3001761,2204.0774
3001762,2042.4702
3001763,1822.2961
3001764,1140.183
3001765,1025.5016
3001766,905.43835
3001767,951.44806
3001768,924.32086
3001769,804.4674
3001770,721.2072
3001771,723.84265
3001772,536.53876
3001773,437.49207
3001774,335.18307
3001775,227.10344
3001776,-1.7580993
3001777,171.44809
3001778,168.01276
3001779,-1.7580993
3001780,-1.7580993
3001781,-1.7580993
3001782,-1.7580993
3001783,-1.7580993
3001784,-1.7580993
3001785,-1.7580993
3001786,-1.7580993
3001787,-1.7580993
3001788,-1.7580993
3001789,-1.7580993
3001790,-1.7580993
3001791,-1.7580993
3001792,1359.3167
3001793,1997.8745
3001794,1905.9353
3001795,1148.8807
3001796,827.3694
3001797,1015.6271
3001798,1161.6051
3001799,1061.3221
3001800,961.35486
3001801,912.07306
3001802,942.2147
3001803,871.43243
3001804,724.52295
3001805,722.82477
3001806,647.4566
3001807,563.6921
3001808,330.81573
3001809,-1.7580993
3001810,144.79572
3001811,353.4304
3001812,-1.7580993
3001813,-1.7580993
3001814,-1.7580993
3001815,-1.7580993
3001816,-1.7580993
3001817,-1.7580993
3001818,-1.7580993
3001819,-1.7580993
3001820,-1.7580993
3001821,-1.7580993
3001822,-1.7580993
3001823,-1.7580993
3001824,-1.7580993
3001825,2143.1743
3001826,1882.149
3001827,1193.5748
3001828,1369.3553
3001829,1441.9923
3001830,1252.5117
3001831,1279.0365
3001832,1119.1072
3001833,1144.169
3001834,1088.3137
3001835,989.4711
3001836,893.83636
3001837,843.26416
3001838,694.81415
3001839,593.6284
3001840,492.0222
3001841,390.4355
3001842,-1.7580993
3001843,199.67473
3001844,260.21652
3001845,-1.7580993
3001846,-1.7580993
3001847,-1.7580993
3001848,-1.7580993
3001849,-1.7580993
3001850,-1.7580993
3001851,-1.7580993
3001852,-1.7580993
3001853,-1.7580993
3001854,-1.7580993
3001855,1063.2427
3001856,1113.763
3001857,-1.7580993
3001858,591.5255
3001859,481.49765
3001860,694.63416
3001861,645.8991
3001862,820.4651
3001863,221.42595
3001864,859.439
3001865,598.83167
3001866,717.5429
3001867,755.1399
3001868,1024.9694
3001869,1063.3646
3001870,705.1334
3001871,1085.2643
3001872,1034.6587
3001873,954.89465
3001874,860.5747
3001875,853.8911
3001876,351.32455
3001877,586.892
3001878,-1.7580993
3001879,-1.7580993
3001880,-1.7580993
3001881,-1.7580993
3001882,-1.7580993
3001883,-1.7580993
3001884,-1.7580993
3001885,-1.7580993
3001886,-1.7580993
3001887,-1.7580993
3001888,-1.7580993
3001889,-1.7580993
3001890,-1.7580993
3001891,-1.7580993
3001892,-1.7580993
3001893,-1.7580993
3001894,725.13403
3001895,-1.7580993
3001896,1137.9789
3001897,-1.7580993
3001898,1021.4636
3001899,797.587
3001900,1039.1927
3001901,-1.7580993
3001902,-1.7580993
3001903,967.5673
3001904,-1.7580993
3001905,-1.7580993
3001906,-1.7580993
3001907,-1.7580993
3001908,-1.7580993
3001909,325.23526
3001910,-1.7580993
3001911,-1.7580993
3001912,-1.7580993
3001913,-1.7580993
3001914,-1.7580993
3001915,-1.7580993
3001916,-1.7580993
3001917,-1.7580993
3001918,-1.7580993
3001919,-1.7580993
3001920,-1.7580993
3001921,-1.7580993
3001922,1218.6263
3001923,-1.7580993
3001924,1132.2346
3001925,1263.0474
3001926,1238.874
3001927,1194.3132
3001928,1116.2384
3001929,974.1886
3001930,1061.399
3001931,787.9974
3001932,1008.7979
3001933,1042.3401
3001934,1051.3691
3001935,1016.5074
3001936,952.6572
3001937,845.818
3001938,693.21484
3001939,642.83374
3001940,536.00525
3001941,-1.7580993
3001942,299.20496
3001943,377.42688
3001944,-1.7580993
3001945,-1.7580993
3001946,-1.7580993
3001947,-1.7580993
3001948,-1.7580993
3001949,-1.7580993
3001950,-1.7580993
3001951,-1.7580993
3001952,-1.7580993
3001953,-1.7580993
3001954,-1.7580993
3001955,-1.7580993
3001956,-1.7580993
3001957,43.32593
3001958,-1.7580993
3001959,470.66962
3001960,461.5121
3001961,136.97078
3001962,370.8693
3001963,274.6183
3001964,449.37213
3001965,664.4375
3001966,468.85626
3001967,476.9808
3001968,446.44757
3001969,662.9585
3001970,317.83334
3001971,241.47795
3001972,516.2539
3001973,86.14245
3001974,1225.763
3001975,149.79195
3001976,-1.7580993
3001977,-1.7580993
3001978,-1.7580993
3001979,-1.7580993
3001980,-1.7580993
3001981,-1.7580993
3001982,-1.7580993
3001983,-1.7580993
3001984,-1.7580993
3001985,-1.7580993
3001986,-1.7580993
3001987,-1.7580993
3001988,-1.7580993
3001989,-1.7580993
3001990,-1.7580993
3001991,-1.7580993
3001992,-1.7580993
3001993,-1.7580993
3001994,-1.7580993
3001995,-1.7580993
3001996,-1.7580993
3001997,2080.19
3001998,3070.5127
3001999,5018.1025
3002000,5861.2573
3002001,7341.507
3002002,10346.898
3002003,10297.82
3002004,11767.666
3002005,12964.646
3002006,13892.686
3002007,18830.947
3002008,17230.307
3002009,15855.659
3002010,-1.7580993
3002011,-1.7580993
3002012,-1.7580993
3002013,-1.7580993
3002014,-1.7580993
3002015,-1.7580993
3002016,-1.7580993
3002017,-1.7580993
3002018,-1.7580993
3002019,-1.7580993
3002020,549.7315
3002021,978.7197
3002022,-1.7580993
3002023,844.8138
3002024,804.33606
3002025,740.5026
3002026,733.55347
3002027,777.21765
3002028,498.07852
3002029,807.4594
3002030,565.6894
3002031,735.6649
3002032,796.4393
3002033,940.82556
3002034,972.78
3002035,873.5167
3002036,894.1531
3002037,802.7409
3002038,709.6197
3002039,609.5773
3002040,489.59628
3002041,233.80031
3002042,426.73212
3002043,-1.7580993
3002044,-1.7580993
3002045,-1.7580993
3002046,-1.7580993
3002047,-1.7580993
3002048,-1.7580993
3002049,-1.7580993
3002050,-1.7580993
3002051,-1.7580993
3002052,16.460745
3002053,662.7062
3002054,992.6333
3002055,771.84076
3002056,502.5254
3002057,665.36664
3002058,658.27374
3002059,633.14325
3002060,782.93494
3002061,529.6179
3002062,854.66815
3002063,438.43967
3002064,735.3759
3002065,767.5535
3002066,1037.5634
3002067,1071.5966
3002068,925.1419
3002069,1065.3818
3002070,867.7938
3002071,758.6603
3002072,835.56195
3002073,-1.7580993
3002074,319.81915
3002075,559.94025
3002076,-1.7580993
3002077,-1.7580993
3002078,-1.7580993
3002079,-1.7580993
3002080,-1.7580993
3002081,-1.7580993
3002082,-1.7580993
3002083,-1.7580993
3002084,-1.7580993
3002085,-1.7580993
3002086,-1.7580993
3002087,-1.7580993
3002088,-1.7580993
3002089,-1.7580993
3002090,-1.7580993
3002091,-1.7580993
3002092,566.79065
3002093,-1.7580993
3002094,541.94775
3002095,-1.7580993
3002096,502.34262
3002097,881.1966
3002098,639.6573
3002099,-1.7580993
3002100,-1.7580993
3002101,775.7234
3002102,-1.7580993
3002103,-1.7580993
3002104,-1.7580993
3002105,-1.7580993
3002106,-1.7580993
3002107,331.10666
3002108,-1.7580993
3002109,-1.7580993
3002110,-1.7580993
3002111,180.8498
3002112,-1.7580993
3002113,495.43933
3002114,240.75412
3002115,479.73474
3002116,-1.7580993
3002117,-1.7580993
3002118,929.8665
3002119,579.75934
3002120,936.29266
3002121,893.4826
3002122,318.69467
3002123,-1.7580993
3002124,383.39267
3002125,310.3623
3002126,735.3019
3002127,117.43271
3002128,973.83203
3002129,276.60257
3002130,543.706
3002131,560.99146
3002132,1293.4863
3002133,1326.4155
3002134,604.9541
3002135,1313.3998
3002136,1251.525
3002137,1188.9186
3002138,1098.4271
3002139,1046.4183
3002140,333.28793
3002141,767.74084
3002142,-1.7580993
3002143,-1.7580993
3002144,-1.7580993
3002145,-1.7580993
3002146,-1.7580993
3002147,-1.7580993
3002148,-1.7580993
3002149,-1.7580993
3002150,-1.7580993
3002151,461.56857
3002152,758.0648
3002153,1003.0204
3002154,1668.0452
3002155,654.40955
3002156,748.59143
3002157,769.84564
3002158,685.1438
3002159,781.52203
3002160,592.6217
3002161,853.716
3002162,460.87726
3002163,813.5808
3002164,787.8483
3002165,681.0705
3002166,635.15173
3002167,477.00824
3002168,444.04233
3002169,333.4093
3002170,222.69337
3002171,110.92115
3002172,-1.7580993
3002173,106.92656
3002174,87.525604
3002175,-1.7580993
3002176,-1.7580993
3002177,-1.7580993
3002178,-1.7580993
3002179,198.85536
3002180,60.499382
3002181,367.43234
3002182,-1.7580993
3002183,-1.7580993
3002184,1036.4028
3002185,364.40695
3002186,639.44165
3002187,2408.1045
3002188,108.20149
3002189,432.44025
3002190,451.09827
3002191,329.47083
3002192,534.88525
3002193,261.8402
3002194,489.82867
3002195,210.94798
3002196,677.76624
3002197,684.4004
3002198,597.0676
3002199,553.0138
3002200,314.25128
3002201,427.8282
3002202,326.37317
3002203,205.84149
3002204,93.836
3002205,-1.7580993
3002206,91.39967
3002207,71.656586
3002208,-1.7580993
3002209,-1.7580993
3002210,-1.7580993
3002211,-1.7580993
3002212,202.22499
3002213,393.80505
3002214,308.02362
3002215,-1.7580993
3002216,139.28195
3002217,1096.4082
3002218,195.94054
3002219,496.0946
3002220,2513.2168
3002221,-1.7580993
3002222,178.49162
3002223,289.30942
3002224,170.37312
3002225,425.8402
3002226,107.51351
3002227,511.70718
3002228,48.732704
3002229,580.0144
3002230,633.0323
3002231,557.91235
3002232,512.4288
3002233,287.6658
3002234,414.12244
3002235,317.79892
3002236,197.18152
3002237,85.280876
3002238,-1.7580993
3002239,83.49901
3002240,69.50753
3002241,-1.7580993
3002242,-1.7580993
3002243,-1.7580993
3002244,-1.7580993
3002245,198.20277
3002246,449.86774
3002247,294.9591
3002248,-1.7580993
3002249,133.62057
3002250,1090.2515
3002251,158.06297
3002252,483.0879
3002253,2512.169
3002254,-1.7580993
3002255,135.0458
3002256,271.64514
3002257,153.26076
3002258,419.5671
3002259,33.17198
3002260,206.04597
3002261,30.683334
3002262,580.87256
3002263,606.6702
3002264,556.8848
3002265,509.41473
3002266,216.1979
3002267,412.37103
3002268,308.65002
3002269,207.02382
3002270,85.52232
3002271,-1.7580993
3002272,83.4368
